amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	price-designation	is-iba	buyer-citizen-name	buyer-citizen-id	order-invoice-type	invoice-business-legal-name	invoice-business-address	invoice-business-tax-id	invoice-business-tax-office 
402-8365199-4695542	402-8365199-4695542	2024-11-30T10:10:27+00:00	2024-12-01T12:23:41+00:00	Shipped	Amazon	Amazon.fr			Expedited	TUBOPLUS 29PSI X3e (pompe à air incluse)	JW-4PNV-18BT	B0CZMGFD3S	Shipped	1	EUR	39.95								lamorlaye		60260	FR		false		false							
406-5947012-9817948	406-5947012-9817948	2024-11-30T06:49:15+00:00	2024-12-01T10:10:46+00:00	Shipped	Amazon	Amazon.fr			Standard	TUBOPLUS TuboX3 Pressurisateur de balles de tennis et padel Couleur dorée	4R-VSV0-WZ9Z	B0D87X42RN	Shipped	1	EUR	22.0	3.67							baillargues		34670	FR	Free Shipping 2017/10/17 17-17-37-677	false		false							
171-8115628-8960309	171-8115628-8960309	2024-11-29T19:10:51+00:00	2024-12-01T19:30:49+00:00	Shipped	Amazon	Amazon.fr			Standard	TUBOPLUS 29PSI X3e (pompe à air incluse)	JW-4PNV-18BT	B0CZMGFD3S	Shipped	1	EUR	39.95								Portes-lès-Valence	France	26800	FR	Free Shipping 2017/10/17 17-17-37-677	false		false							
406-5880167-8961150	406-5880167-8961150	2024-11-29T16:58:07+00:00	2024-12-01T00:07:18+00:00	Shipped	Amazon	Amazon.fr			Standard	TUBOPLUS 29PSI X3e (pompe à air incluse)	JW-4PNV-18BT	B0CZMGFD3S	Shipped	1	EUR	39.95		3.99					3.99	Gours		33660	FR	Free Shipping 2017/10/17 17-17-37-677	false		false							
407-6489284-7821906	407-6489284-7821906	2024-11-28T18:07:48+00:00	2024-11-29T17:15:04+00:00	Shipped	Amazon	Amazon.fr			Standard	TUBOPLUS TuboX3 Pressurisateur de balles de tennis et padel Couleur dorée	4R-VSV0-WZ9Z	B0D87X42RN	Shipped	1	EUR	22.0	3.67							MIREMONT		31190	FR	Free Shipping 2017/10/17 17-17-37-677	false		false							
408-1289566-7668311	408-1289566-7668311	2024-11-28T15:16:31+00:00	2024-11-29T08:59:42+00:00	Shipped	Amazon	Amazon.fr			Standard	TUBOPLUS TuboX3 Pressurisateur de balles de tennis et padel Couleur dorée	4R-VSV0-WZ9Z	B0D87X42RN	Shipped	1	EUR	22.0	3.67							Bordeaux		33000	FR		false		false							
171-8418049-6052302	171-8418049-6052302	2024-11-28T14:38:00+00:00	2024-11-29T04:24:41+00:00	Shipped	Amazon	Amazon.fr			Standard	PRESSURISEUR TUBOX4 Crystal avec Pompe MANOMETRE BETO pour Tous Les Bateaux avec 3 OU 4 Tennis ET BALLES DE Padel.	UG-965T-RORR	B07ZTHSVCK	Shipped	1	EUR	42.0	7.0	3.32					3.32	Quincy-Voisins		77860	FR	Free Shipping 2017/10/17 17-17-37-677	false		false							
405-2271649-8765152	405-2271649-8765152	2024-11-27T10:20:14+00:00	2024-11-28T11:32:49+00:00	Shipped	Amazon	Amazon.fr			Standard	TUBOPLUS 29PSI X3e (pompe à air incluse)	JW-4PNV-18BT	B0CZMGFD3S	Shipped	1	EUR	39.95		0.28					0.28	Nice		06300	FR	Free Shipping 2017/10/17 17-17-37-677	false		false							
404-9650720-7063566	404-9650720-7063566	2024-11-26T21:08:45+00:00	2024-11-28T21:16:25+00:00	Shipped	Amazon	Amazon.fr			Expedited	TUBOPLUS TuboX3 Pressurisateur de balles de tennis et padel Blanc	TUBOX3-WHI	B0BTDTVCG2	Shipped	1	EUR	22.0	3.67							Pollestres	France	66450	FR		false		false							
406-0821371-7564363	406-0821371-7564363	2024-11-26T13:01:27+00:00	2024-11-26T23:27:46+00:00	Shipped	Amazon	Amazon.fr			Standard	TUBOPLUS- TUBOX3 Orange 2020 Bouteille de Tennis et Bouteille de pressuriseur à Palette - Économisez des balles par Un Tube !! - Plus de Vie pour Vo	IB-IKLG-TV8H	B0183RZ2VI	Shipped	1	EUR	24.99	4.34							Han sur Lesse	Province Namur	5580	BE	Free Shipping 2017/10/17 17-17-37-677	false		false							
405-0543330-9764337	405-0543330-9764337	2024-11-25T22:19:37+00:00	2024-11-27T21:07:10+00:00	Shipped	Amazon	Amazon.fr			Standard	TuboPlus - TUBOX3 Blue 2020 Bouteille de Tennis et Bouteille de pressuriseur à Palette - Économisez des balles par Un Tube !! - Plus de Vie pour Vos	MD-R60M-OYR1	B0786KK4TG	Shipped	1	EUR	22.0	3.67							Cannes		06400	FR	Free Shipping 2017/10/17 17-17-37-677	false		false							
